HPO_ID	term_id	name	N_OMIM_diseases_with_term	frac_OMIM_diseases_with_term	N_Orpha_diseases_with_term	frac_Orpha_diseases_with_term
HP:0030881	30881	Shoulder impingement	0	0	0	0
HP:0030882	30882	Coronary artery aneurysm	1	0.0001	2	0.0005
HP:0030883	30883	Femoroacetabular impingement	0	0	1	0.0002
HP:0030884	30884	Gastrojejunal tube feeding in infancy	2	0.0002	2	0.0005
HP:0030885	30885	Recurrent parasitic infections	0	0	0	0
HP:0030886	30886	Abnormal lymphocyte apoptosis	0	0	1	0.0002
HP:0030887	30887	Increased lymphocyte apoptosis	0	0	0	0
HP:0030888	30888	C3 nephritic factor positivity	0	0	2	0.0005
HP:0030889	30889	Congenital shortened small intestine	3	0.0004	0	0
HP:0030890	30890	Hyperintensity of cerebral white matter on MRI	26	0.0031	33	0.0077
HP:0030891	30891	Periventricular white matter hyperintensities	18	0.0022	5	0.0012
HP:0030892	30892	Deep cerebral white matter hyperintensities	0	0	2	0.0005
HP:0030893	30893	Abnormal response to short acting pulmonary vasodilator	0	0	0	0
HP:0030894	30894	Insufficient response to short acting pulmonary vasodilator	0	0	0	0
HP:0030895	30895	Abnormal gastrointestinal motility	0	0	2	0.0005
HP:0030896	30896	Abnormal gastrointestinal transit time	0	0	0	0
HP:0030897	30897	Decreased intestinal transit time	2	0.0002	0	0
HP:0030898	30898	Pruritis on abdomen	0	0	1	0.0002
HP:0030899	30899	Pruritis on hand	0	0	2	0.0005
HP:0030900	30900	Pruritus on foot	0	0	2	0.0005
HP:0030901	30901	Pruritis on breast	0	0	1	0.0002
HP:0030902	30902	Palmomental reflex	2	0.0002	1	0.0002
HP:0030903	30903	Grasp reflex	2	0.0002	1	0.0002
HP:0030904	30904	Glabellar reflex	2	0.0002	1	0.0002
HP:0030905	30905	Snout reflex	0	0	0	0
HP:0030906	30906	Suck reflex	1	0.0001	1	0.0002
HP:0030907	30907	Thunderclap headache	0	0	5	0.0012
HP:0030908	30908	Liver kidney microsome type 1 antibody positivity	0	0	3	0.0007
HP:0030909	30909	Anti-liver cytosolic antigen type 1 antibody positivity	0	0	3	0.0007
HP:0030911	30911	Bifid clitoris	1	0.0001	1	0.0002
HP:0030912	30912	Duplicated clitoris	0	0	0	0
HP:0030913	30913	Exaggerated rugosity of the labia majora	1	0.0001	0	0
HP:0030914	30914	Abnormal peristalsis	1	0.0001	1	0.0002
HP:0030915	30915	Cerebellar edema	2	0.0002	2	0.0005
HP:0030917	30917	Low APGAR score	0	0	4	0.0009
HP:0030918	30918	Low 1-minute APGAR score	2	0.0002	2	0.0005
HP:0030919	30919	Low 5-minute APGAR score	2	0.0002	1	0.0002
HP:0030920	30920	5-minute APGAR score of 0	0	0	0	0
HP:0030921	30921	5-minute APGAR score of 1	1	0.0001	1	0.0002
HP:0030922	30922	5-minute APGAR score of 2	0	0	0	0
HP:0030923	30923	5-minute APGAR score of 3	0	0	1	0.0002
HP:0030924	30924	5-minute APGAR score of 4	0	0	0	0
HP:0030925	30925	5-minute APGAR score of 5	0	0	1	0.0002
HP:0030926	30926	5-minute APGAR score of 6	0	0	0	0
HP:0030927	30927	1-minute APGAR score of 0	0	0	1	0.0002
HP:0030928	30928	1-minute APGAR score of 1	1	0.0001	1	0.0002
HP:0030929	30929	1-minute APGAR score of 2	0	0	0	0
HP:0030930	30930	1-minute APGAR score of 3	0	0	0	0
HP:0030931	30931	1-minute APGAR score of 4	0	0	0	0
HP:0030932	30932	1-minute APGAR score of 5	0	0	0	0
HP:0030933	30933	1-minute APGAR score of 6	0	0	0	0
HP:0030934	30934	Oral erythroplakia	0	0	0	0
HP:0030935	30935	Abnormal intestinal smooth muscle morphology	0	0	0	0
HP:0030936	30936	Abnormal layering of muscularis propria	0	0	0	0
HP:0030937	30937	Fibrotic muscularis propria	0	0	0	0
HP:0030938	30938	Enteric intraneuronal nuclear inclusion bodies	0	0	0	0
HP:0030939	30939	Palpebral thickening	6	0.0007	1	0.0002
HP:0030943	30943	Vulvodynia	0	0	2	0.0005
HP:0030946	30946	Conjunctival papillae	0	0	0	0
HP:0030947	30947	Conjunctival follicles	0	0	0	0
HP:0030948	30948	Elevated gamma-glutamyltransferase level	36	0.0043	14	0.0033
HP:0030949	30949	Glomerular deposits	1	0.0001	1	0.0002
HP:0030950	30950	Pulmonary venous hypertension	0	0	9	0.0021
HP:0030951	30951	Skeletal muscle fibrosis	1	0.0001	2	0.0005
HP:0030952	30952	Birdshot retinochoroidopathy	0	0	0	0
HP:0030953	30953	Conjunctival hyperemia	6	0.0007	21	0.0049
HP:0030955	30955	Addictive alcohol use	3	0.0004	12	0.0028
HP:0030956	30956	Abnormality of cardiovascular system electrophysiology	0	0	0	0
HP:0030957	30957	Ventricular septal aneurysm	0	0	0	0
HP:0030958	30958	Membranous ventricular septal aneurysm	0	0	0	0
HP:0030959	30959	Muscular ventricular septal aneurysm	0	0	0	0
HP:0030961	30961	Microspherophakia	7	0.0008	2	0.0005
HP:0030962	30962	Abnormal morphology of the great vessels	0	0	1	0.0002
HP:0030964	30964	Abnormal aortic physiology	0	0	0	0
HP:0030965	30965	Aortic stiffness	0	0	0	0
HP:0030966	30966	Abnormal pulmonary artery morphology	0	0	3	0.0007
HP:0030967	30967	Abnormal pulmonary artery physiology	0	0	0	0
HP:0030968	30968	Abnormal pulmonary vein morphology	0	0	2	0.0005
HP:0030969	30969	Abnormal pulmonary vein physiology	0	0	0	0
HP:0030970	30970	Abnormal vena cava physiology	0	0	0	0
HP:0030972	30972	Abnormal systemic blood pressure	0	0	0	0
HP:0030973	30973	Postexertional symptom exacerbation	2	0.0002	10	0.0023
HP:0030974	30974	Cryptozoospermia	6	0.0007	0	0
HP:0030975	30975	Pontine tegmental cap	1	0.0001	0	0
HP:0030976	30976	Abnormal factor VIII activity	1	0.0001	0	0
HP:0030977	30977	Increased factor VIII activity	1	0.0001	2	0.0005
HP:0030978	30978	Decreased CSF/serum albumin ratio	1	0.0001	0	0
HP:0030979	30979	Dilatation of large choroidal vessels	0	0	0	0
HP:0030980	30980	Reduced brain glutamine level by MRS	1	0.0001	0	0
HP:0030981	30981	Abnormal CSF/serum albumin ratio	0	0	0	0
HP:0030983	30983	Ovarian thecoma	1	0.0001	0	0
HP:0030984	30984	Abnormal serum bile acid concentration	0	0	1	0.0002
HP:0030985	30985	Decreased serum bile acid concentration	1	0.0001	0	0
HP:0030986	30986	Biliary epithelial hyperplasia	0	0	0	0
HP:0030987	30987	Suppurative cholangitis	0	0	0	0
HP:0030988	30988	Granulomatous cholangitis	0	0	1	0.0002
HP:0030989	30989	Lymphoid cholangitis	0	0	0	0
HP:0030990	30990	Pleomorphic cholangitis	0	0	0	0
HP:0030991	30991	Sclerosing cholangitis	7	0.0008	8	0.0019
HP:0030992	30992	Abnormal pancreatic duct morphology	0	0	3	0.0007
HP:0030993	30993	Duplication of pancreatic duct	0	0	0	0
HP:0030994	30994	Pancreas divisum	0	0	0	0
HP:0030995	30995	Peritoneal effusion	0	0	0	0
HP:0030996	30996	Megaduodenum	3	0.0004	0	0
HP:0030997	30997	Atretic vas deferens	1	0.0001	0	0
HP:0030998	30998	Cerebrospinal fluid rhinorrhoea	0	0	2	0.0005
HP:0030999	30999	Abnormal vestibular saccule morphology	0	0	0	0
HP:0031000	31000	Vestibular saccular degeneration	0	0	0	0
HP:0031001	31001	Minifascicle formation	0	0	0	0
HP:0031002	31002	Neuritis	0	0	1	0.0002
HP:0031003	31003	Polyneuritis	0	0	2	0.0005
HP:0031004	31004	Hemiareflexia	0	0	0	0
HP:0031006	31006	Acroparesthesia	1	0.0001	13	0.0030
HP:0031007	31007	Orofacial action-specific dystonia induced by speech	0	0	0	0
HP:0031008	31008	Lingual dystonia	4	0.0005	8	0.0019
HP:0031009	31009	Ainhum	0	0	0	0
HP:0031010	31010	Hyperphalangy of the 3rd finger	0	0	0	0
HP:0031011	31011	Fatty streak	0	0	0	0
HP:0031012	31012	Thin-cap fibroatheroma	0	0	0	0
HP:0031013	31013	Ankylosis	7	0.0008	3	0.0007
HP:0031014	31014	Arteria lusoria	3	0.0004	3	0.0007
HP:0031015	31015	Intrahepatic portal vein sclerosis	0	0	1	0.0002
HP:0031016	31016	Alternating radiolucent and radiodense metaphyseal lines	0	0	0	0
HP:0031017	31017	Swiss cheese atrial septal defect	0	0	0	0
HP:0031018	31018	Eccrine syringofibroadenoma	0	0	0	0
HP:0031019	31019	Pyknotic bone marrow neutrophils	0	0	0	0
HP:0031020	31020	Bone marrow hypercellularity	3	0.0004	11	0.0026
HP:0031021	31021	Squamous Papilloma	0	0	0	0
HP:0031022	31022	Oropharyngeal squamous papilloma	0	0	0	0
HP:0031023	31023	Multiple mucosal neuromas	0	0	3	0.0007
HP:0031024	31024	Cylindroma	0	0	1	0.0002
HP:0031025	31025	Gastric leiomyosarcoma	0	0	0	0
HP:0031026	31026	Snail-like ilia	1	0.0001	0	0
HP:0031027	31027	Internal notch of the femoral head	0	0	0	0
HP:0031028	31028	Lactescent serum	1	0.0001	0	0
HP:0031029	31029	Elevated circulating carcinoembryonic antigen concentration	0	0	3	0.0007
HP:0031030	31030	Elevated carcinoma antigen 125 level	0	0	1	0.0002
HP:0031031	31031	Abnormal retinol-binding protein level	0	0	0	0
HP:0031032	31032	Decreased retinol-binding protein level	1	0.0001	1	0.0002
HP:0031033	31033	Impaired urinary acidification	1	0.0001	0	0
HP:0031034	31034	Abnormal insulin like growth factor binding protein acid labile subunit level	0	0	0	0
HP:0031035	31035	Chronic infection	0	0	14	0.0033
HP:0031036	31036	Reduced growth-hormone binding protein level	0	0	0	0
HP:0031037	31037	Reduced insulin-like factor 3 level	0	0	0	0
HP:0031038	31038	Spermatogenesis maturation arrest	10	0.0012	0	0
HP:0031039	31039	Spermatocyte maturation arrest	6	0.0007	0	0
HP:0031040	31040	Round spermatid arrest	1	0.0001	0	0
HP:0031041	31041	Obstruction of the superior vena cava	1	0.0001	2	0.0005
HP:0031042	31042	Strawberry tongue	0	0	2	0.0005
HP:0031043	31043	Type A4 brachydactyly	0	0	0	0
HP:0031044	31044	Type A5 brachydactyly	0	0	0	0
HP:0031045	31045	Acral blistering	3	0.0004	6	0.0014
HP:0031046	31046	Absent soft palate	0	0	0	0
HP:0031047	31047	Paraproteinemia	1	0.0001	8	0.0019
HP:0031048	31048	Light-chain paraproteinemia	0	0	0	0
HP:0031049	31049	Heavy-chain paraproteinemia	0	0	0	0
HP:0031050	31050	Whole-immunoglobulin paraproteinemia	0	0	0	0
HP:0031051	31051	Tarsal sclerosis	0	0	3	0.0007
HP:0031052	31052	Elevated vascular endothelial growth factor level	0	0	2	0.0005
HP:0031053	31053	Coarctation in the transverse aortic arch	0	0	0	0
HP:0031054	31054	Long segment coarctation of the aorta	0	0	0	0
HP:0031055	31055	Abnormal branching pattern of left aortic arch	0	0	0	0
HP:0031056	31056	Fusiform cerebral aneurysm	1	0.0001	0	0
HP:0031057	31057	Skin fissure	0	0	2	0.0005
HP:0031058	31058	Impairment of activities of daily living	2	0.0002	6	0.0014
HP:0031059	31059	Impaired ability to bathe oneself	0	0	0	0
HP:0031060	31060	Impaired ability to dress oneself	0	0	1	0.0002
HP:0031061	31061	Impaired toileting ability	4	0.0005	0	0
HP:0031062	31062	Impaired transferring ability	0	0	0	0
HP:0031063	31063	Impaired feeding ability	0	0	0	0
HP:0031064	31064	Impaired continence	0	0	4	0.0009
HP:0031065	31065	Abnormal ovarian morphology	0	0	1	0.0002
HP:0031066	31066	Abnormal ovarian physiology	0	0	1	0.0002
HP:0031067	31067	Empty ovarian follicle	0	0	0	0
HP:0031069	31069	Abnormal femoral torsion	0	0	1	0.0002
HP:0031071	31071	Abnormal endocrine morphology	0	0	0	0
HP:0031072	31072	Abnormal endocrine physiology	0	0	1	0.0002
HP:0031073	31073	Abnormal response to endocrine stimulation test	0	0	0	0
HP:0031074	31074	Abnormal response to ACTH stimulation test	3	0.0004	4	0.0009
HP:0031075	31075	Abnormal response to insulin tolerance test	0	0	0	0
HP:0031076	31076	Impaired cortisol response to insulin stimulation test	0	0	1	0.0002
HP:0031077	31077	Abnormal response to corticotropin releasing hormone stimulation test	0	0	1	0.0002
HP:0031078	31078	Impaired cortisol response to corticotropin releasing hormone stimulation test	1	0.0001	1	0.0002
HP:0031079	31079	Impaired growth-hormone response to insulin stimulation test	3	0.0004	0	0
HP:0031080	31080	Abnormal response to glucagon stimulation test	0	0	1	0.0002
HP:0031081	31081	Impaired cortisol response to glucagon stimulation test	0	0	0	0
HP:0031082	31082	Impaired growth-hormone response to glucagon stimulation test	1	0.0001	0	0
HP:0031083	31083	Abnormal response to human chorionic gonadotrophin stimulation test	0	0	1	0.0002
HP:0031084	31084	Excessive insulin response to glucagon test	0	0	4	0.0009
HP:0031085	31085	Decreased circulating prealbumin concentration	0	0	3	0.0007
HP:0031086	31086	Ectopic ovary	0	0	1	0.0002
HP:0031087	31087	Absent pubertal growth spurt	2	0.0002	4	0.0009
HP:0031088	31088	Vaginal dryness	1	0.0001	2	0.0005
HP:0031089	31089	Palatal edema	0	0	0	0
HP:0031090	31090	Finger dactylitis	0	0	3	0.0007
HP:0031091	31091	Toe dactylitis	0	0	1	0.0002
HP:0031092	31092	Spindle-shaped finger	0	0	1	0.0002
HP:0031093	31093	Abnormal breast morphology	0	0	1	0.0002
HP:0031094	31094	Abnormal breast physiology	0	0	0	0
HP:0031095	31095	Abnormal humerus morphology	1	0.0001	21	0.0049
HP:0031096	31096	Delayed vertebral ossification	2	0.0002	1	0.0002
HP:0031097	31097	Abnormal thyroid-stimulating hormone level	3	0.0004	0	0
HP:0031098	31098	Decreased thyroid-stimulating hormone level	11	0.0013	5	0.0012
HP:0031099	31099	Abnormal circulating inhibin level	0	0	0	0
HP:0031100	31100	Decreased circulating inhibin B concentration	1	0.0001	6	0.0014
HP:0031101	31101	Abnormal circulating antimullerian hormone concentration	0	0	0	0
HP:0031102	31102	Increased circulating antimullerian hormone concentration	0	0	2	0.0005
HP:0031103	31103	Decreased cirrculating antimullerian hormone circulation	13	0.0016	0	0
HP:0031104	31104	Insulin receptor antibody positivity	0	0	2	0.0005
HP:0031105	31105	Abnormal uterus morphology	0	0	1	0.0002
HP:0031106	31106	T-shaped uterus	0	0	0	0
HP:0031107	31107	Decreased fibular diameter	3	0.0004	0	0
HP:0031108	31108	Triceps weakness	2	0.0002	6	0.0014
HP:0031109	31109	Agalactia	1	0.0001	0	0
HP:0031110	31110	Twin-to-twin transfusion	0	0	1	0.0002
HP:0031111	31111	Cutaneous hamartoma	0	0	1	0.0002
HP:0031117	31117	Purely bicuspid aortic valve	0	0	0	0
HP:0031118	31118	Single raphe bicuspid aortic valve	0	0	0	0
HP:0031119	31119	Bicuspid aortic valve with right-left cusp fusion	0	0	0	0
HP:0031120	31120	Bicuspid aortic valve with right-noncoronary cusp fusion	0	0	0	0
HP:0031121	31121	Bicuspid aortic valve with left-noncoronary cusp fusion	0	0	0	0
HP:0031122	31122	Two-raphe bicuspid aortic valve	0	0	0	0
HP:0031123	31123	Recurrent gastroenteritis	4	0.0005	12	0.0028
HP:0031124	31124	Decreased platelet thromboxane A2 receptor	0	0	0	0
HP:0031125	31125	Decreased platelet alpha-2A-adrenergic receptor	0	0	0	0
HP:0031126	31126	Impaired clot retraction	3	0.0004	0	0
HP:0031127	31127	Impaired convulxin-induced platelet aggregation	0	0	0	0
HP:0031128	31128	Impaired collagen-related peptide-induced platelet aggregation	1	0.0001	1	0.0002
HP:0031129	31129	Impaired phorbol myristate acetate-induced platelet aggregation	0	0	0	0
HP:0031130	31130	Impaired calcium ionophore-induced platelet aggregation	0	0	0	0
HP:0031131	31131	Abnormal platelet phosphatidylserine exposure	0	0	0	0
HP:0031132	31132	Impaired annexin V binding to platelet phosphatidylserine	0	0	0	0
HP:0031133	31133	Increased annexin V binding to platelet phosphatidylserine	0	0	0	0
HP:0031134	31134	Cor triatrium sinister	2	0.0002	0	0
HP:0031135	31135	Triggered by physical trauma	0	0	0	0
HP:0031136	31136	Decreased acrosin in sperm head	1	0.0001	0	0
HP:0031137	31137	Storage in hepatocytes	0	0	1	0.0002
HP:0031138	31138	Abnormal circulating B-type natriuretic peptide concentration	0	0	4	0.0009
HP:0031139	31139	Frog-leg posture	1	0.0001	3	0.0007
HP:0031140	31140	Abnormal liver sonography	0	0	1	0.0002
HP:0031141	31141	Increased hepatic echogenicity	6	0.0007	0	0
HP:0031142	31142	Abnormal hepatic echogenicity	1	0.0001	0	0
HP:0031143	31143	Decreased hepatic echogenicity	1	0.0001	0	0
HP:0031144	31144	Coarsened hepatic echotexture	0	0	0	0
HP:0031145	31145	Starry sky appearance on hepatic sonography	1	0.0001	0	0
HP:0031146	31146	Impaired oral bolus formation	2	0.0002	1	0.0002
HP:0031150	31150	Vitreomacular adhesion	0	0	0	0
HP:0031151	31151	Vitreomacular traction	0	0	0	0
HP:0031152	31152	Full-thickness macular hole	0	0	1	0.0002
HP:0031153	31153	Membranous vitreous appearance	1	0.0001	1	0.0002
HP:0031154	31154	Beaded vitreous appearance	0	0	1	0.0002
HP:0031155	31155	Increased Arden ratio of electrooculogram	0	0	0	0
HP:0031156	31156	Decreased platelet glycoprotein Ib	1	0.0001	0	0
HP:0031157	31157	Carotid cavernous fistula	1	0.0001	1	0.0002
HP:0031158	31158	Widened atrophic scar	1	0.0001	2	0.0005
HP:0031159	31159	Thinning of Descemet membrane	1	0.0001	1	0.0002
HP:0031160	31160	Myelokathexis	3	0.0004	1	0.0002
HP:0031161	31161	Reduced brain glutamate level by MRS	0	0	1	0.0002
HP:0031162	31162	Impaired oropharyngeal swallow response	2	0.0002	7	0.0016
HP:0031163	31163	Low femoral bone density	0	0	0	0
HP:0031164	31164	Growth arrest lines	1	0.0001	0	0
HP:0031165	31165	Multifocal seizures	19	0.0023	5	0.0012
HP:0031166	31166	Eyelid myokymia	1	0.0001	1	0.0002
HP:0031167	31167	Triggered by ingestion of potassium-rich food	0	0	0	0
HP:0031169	31169	Postterm pregnancy	0	0	6	0.0014
HP:0031170	31170	Female fetal virilization	0	0	0	0
HP:0031171	31171	Femoral spur	0	0	1	0.0002
HP:0031172	31172	Sectoral retinitis pigmentosa	0	0	0	0
HP:0031173	31173	Tibial spur	0	0	0	0
HP:0031174	31174	Double-layered patella	1	0.0001	1	0.0002
HP:0031175	31175	Absent cervical vertebra	0	0	0	0
HP:0031176	31176	Absent thoracic vertebra	0	0	0	0
HP:0031177	31177	Finger flexor weakness	0	0	2	0.0005
HP:0031178	31178	Fixed head retroflexion	0	0	0	0
HP:0031179	31179	Nuchal rigidity	1	0.0001	13	0.0030
HP:0031180	31180	Erythema migrans	1	0.0001	1	0.0002
HP:0031181	31181	Necrolytic migratory erythema	0	0	2	0.0005
HP:0031185	31185	Increased circulating NT-proBNP concentration	6	0.0007	4	0.0009
HP:0031186	31186	Abnormal circulating deoxycorticosterone level	0	0	0	0
HP:0031187	31187	Abnormal circulating pregnenolone concentration	0	0	1	0.0002
HP:0031188	31188	Genital edema	1	0.0001	4	0.0009
HP:0031189	31189	Wrist drop	4	0.0005	4	0.0009
HP:0031190	31190	Superficial dermal perivascular inflammatory infiltrate	2	0.0002	6	0.0014
HP:0031191	31191	Deep dermal perivascular inflammatory infiltrate	1	0.0001	2	0.0005
HP:0031192	31192	Abnormal morphology of left ventricular trabeculae	0	0	0	0
HP:0031193	31193	Abnormal morphology of right ventricular trabeculae	1	0.0001	0	0
HP:0031194	31194	Increased density of left ventricular trabeculae	0	0	0	0
HP:0031195	31195	Apical hypertrabeculation of the left ventricle	0	0	0	0
HP:0031196	31196	Thin myocardium compact layer	0	0	0	0
HP:0031197	31197	Cellular urinary casts	0	0	1	0.0002
HP:0031198	31198	Renal tubular epithelial cell casts	0	0	0	0
HP:0031199	31199	Acellular urinary casts	0	0	0	0
HP:0031200	31200	Hyaline casts	0	0	0	0
HP:0031201	31201	Granular casts	0	0	0	0
HP:0031202	31202	Waxy casts	0	0	0	0
HP:0031203	31203	Fatty casts	0	0	0	0
HP:0031204	31204	Bacterial cell casts	0	0	0	0
HP:0031205	31205	Reduced lysosomal acid lipase activity	2	0.0002	0	0
HP:0031206	31206	Striatal T2 hyperintensity	1	0.0001	3	0.0007
HP:0031207	31207	Hepatic hemangioma	2	0.0002	4	0.0009
HP:0031208	31208	Increased pituitary glycoprotein hormone alpha subunit level	0	0	1	0.0002
HP:0031209	31209	Decreased circulating lipoprotein lipase concentration	0	0	1	0.0002
HP:0031210	31210	Abnormal circulating hyaluronic acid concentration	0	0	0	0
HP:0031211	31211	Elevated cholesterol ester level	0	0	0	0
HP:0031212	31212	Abnormal circulating progesterone level	0	0	0	0
HP:0031213	31213	Elevated circulating 17-hydroxyprogesterone concentration	2	0.0002	4	0.0009
HP:0031214	31214	Decreased circulating dehydroepiandrosterone concentration	2	0.0002	1	0.0002
HP:0031215	31215	Decreased circulating dehydroepiandrosterone-sulfate concentration	1	0.0001	1	0.0002
HP:0031216	31216	Increased circulating progesterone	1	0.0001	3	0.0007
HP:0031217	31217	Hot flashes	0	0	1	0.0002
HP:0031218	31218	Inappropriate antidiuretic hormone secretion	0	0	7	0.0016
HP:0031219	31219	Reduced radioactive iodine uptake	0	0	7	0.0016
HP:0031220	31220	Increased radioactive iodine uptake	0	0	3	0.0007
HP:0031221	31221	Abnormal radioactive iodine uptake test result	0	0	1	0.0002
HP:0031222	31222	Increased circulating thyroxine-binding globulin level	0	0	0	0
HP:0031223	31223	Focal pancreatic islet hyperplasia	0	0	2	0.0005
HP:0031224	31224	Diffuse pancreatic islet hyperplasia	0	0	4	0.0009
HP:0031225	31225	Intrapulmonary shunt	0	0	0	0
HP:0031226	31226	Perinephric fluid collection	0	0	0	0
HP:0031227	31227	Nasopharyngeal teratoma	0	0	0	0
HP:0031228	31228	Abnormal incisura morphology	1	0.0001	0	0
HP:0031229	31229	Increased incisura length	1	0.0001	0	0
HP:0031230	31230	Decreased incisura length	0	0	0	0
HP:0031231	31231	Narrow incisura width	0	0	0	0
HP:0031232	31232	Increased incisura width	0	0	0	0
HP:0031233	31233	Horizontal inferior border of scapula	2	0.0002	1	0.0002
HP:0031234	31234	Neutrophilic infiltration of the skin	3	0.0004	1	0.0002
HP:0031235	31235	Predominantly epidermal neutrophilic infiltrate	0	0	0	0
HP:0031236	31236	Predominantly dermal neutrophilic infiltrate	0	0	3	0.0007
HP:0031237	31237	Internally nucleated skeletal muscle fibers	5	0.0006	5	0.0012
HP:0031238	31238	Necklace skeletal muscle fibers	0	0	1	0.0002
HP:0031239	31239	Extrafoveal choroidal neovascularization	0	0	0	0
HP:0031240	31240	Juxtafoveal choroidal neovascularization	0	0	0	0
HP:0031241	31241	Subfoveal choroidal neovascularization	0	0	0	0
HP:0031242	31242	Decreased circulating chylomicron concentration	0	0	0	0
HP:0031243	31243	Decreased VLDL cholesterol concentration	0	0	0	0
HP:0031244	31244	Swollen lip	6	0.0007	1	0.0002
HP:0031245	31245	Productive cough	8	0.0010	8	0.0019
HP:0031246	31246	Nonproductive cough	1	0.0001	19	0.0044
HP:0031247	31247	Whooping cough	0	0	0	0
HP:0031248	31248	Palmar pruritus	0	0	3	0.0007
HP:0031249	31249	Parageusia	0	0	2	0.0005
